-0.020339,-0.040949,-0.049053,-0.056058,-0.021974,-0.18841,0.076706,0.070151,0.051048,0,3.0194
-0.046543,0.002122,-0.0072153,-0.046488,-0.016289,-0.18459,0.07827,0.06904,0.050197,-2.3836e-006,3.0185
-0.021023,0.055714,0.026385,-0.038268,-0.010956,-0.18089,0.079798,0.067931,0.049347,-4.7632e-006,3.0176
0.0025966,0.10513,0.052527,-0.031287,-0.0059666,-0.1773,0.081293,0.066825,0.0485,-7.1388e-006,3.0167
0.0016952,0.13701,0.071993,-0.025439,-0.0013167,-0.17382,0.082752,0.065722,0.047656,-9.5104e-006,3.0157
0.018053,0.14164,0.085608,-0.020614,0.0029999,-0.17045,0.084177,0.064621,0.046813,-1.1878e-005,3.0148
0.0092862,0.10617,0.094482,-0.016705,0.0069892,-0.16718,0.085568,0.063524,0.045974,-1.4242e-005,3.0139
-0.010061,0.030115,0.10009,-0.013602,0.010657,-0.16401,0.086924,0.062429,0.045136,-1.6601e-005,3.013
0.0087507,-0.066366,0.10376,-0.011197,0.014009,-0.16094,0.088247,0.061336,0.044301,-1.8957e-005,3.012
0.0064214,-0.15292,0.10667,-0.0093825,0.017051,-0.15797,0.089536,0.060247,0.043468,-2.1308e-005,3.0111
-0.018985,-0.19284,0.10986,-0.0080492,0.01979,-0.15508,0.090791,0.05916,0.042638,-2.3656e-005,3.0102
0.0074022,-0.16856,0.11383,-0.0070888,0.02223,-0.15229,0.092012,0.058077,0.04181,-2.6e-005,3.0093
-0.00046346,-0.098238,0.11807,-0.006393,0.024378,-0.14959,0.0932,0.056995,0.040985,-2.8339e-005,3.0083
0.0027779,-0.0052639,0.12071,-0.0058526,0.02624,-0.14697,0.094355,0.055917,0.040161,-3.0675e-005,3.0074
-0.016527,0.084955,0.11939,-0.0053572,0.027822,-0.14444,0.095477,0.054842,0.039341,-3.3007e-005,3.0065
0.015188,0.15681,0.11144,-0.0048013,0.029128,-0.14198,0.096566,0.053769,0.038522,-3.5334e-005,3.0056
0.0014931,0.20197,0.094119,-0.0040866,0.030166,-0.1396,0.097622,0.052699,0.037706,-3.7658e-005,3.0046
0.0067984,0.20578,0.065541,-0.0031241,0.030942,-0.1373,0.098645,0.051631,0.036892,-3.9978e-005,3.0037
0.0057629,0.15964,0.026413,-0.0018167,0.03146,-0.13506,0.099636,0.050567,0.036081,-4.2294e-005,3.0028
0.0020111,0.077253,-0.020025,-7.0262e-005,0.031727,-0.1329,0.1006,0.049505,0.035272,-4.4606e-005,3.0019
-0.009771,-0.012797,-0.069488,0.0022076,0.031749,-0.1308,0.10152,0.048446,0.034465,-4.6914e-005,3.0009
-0.012668,-0.085372,-0.11736,0.0051093,0.031531,-0.12877,0.10242,0.04739,0.033661,-4.9217e-005,3
0.0074849,-0.1375,-0.15901,0.0087274,0.03108,-0.1268,0.10328,0.046337,0.032858,-5.1517e-005,2.9991
0.00043537,-0.17709,-0.19005,0.013154,0.030401,-0.12488,0.10411,0.045287,0.032059,-5.3813e-005,2.9982
-0.0041856,-0.1938,-0.20705,0.018479,0.0295,-0.12303,0.10491,0.044239,0.031261,-5.6105e-005,2.9972
-0.0012151,-0.17824,-0.20855,0.024738,0.028383,-0.12122,0.10568,0.043194,0.030466,-5.8394e-005,2.9963
0.019615,-0.13251,-0.19521,0.031821,0.027056,-0.11947,0.10641,0.042152,0.029674,-6.0678e-005,2.9954
-0.017255,-0.065172,-0.17,0.039557,0.025525,-0.11776,0.10712,0.041112,0.028883,-6.2958e-005,2.9945
0.00783,0.0044697,-0.13675,0.047767,0.023796,-0.1161,0.1078,0.040076,0.028095,-6.5234e-005,2.9936
-0.018947,0.064846,-0.099393,0.05627,0.021874,-0.11448,0.10844,0.039042,0.02731,-6.7506e-005,2.9926
-0.013847,0.11469,-0.061825,0.064877,0.019765,-0.1129,0.10905,0.038011,0.026526,-6.9775e-005,2.9917
0.011292,0.14595,-0.027939,0.073389,0.017475,-0.11136,0.10964,0.036983,0.025745,-7.2039e-005,2.9908
0.0045794,0.15069,-0.00095366,0.081535,0.015011,-0.10985,0.11019,0.035957,0.024966,-7.43e-005,2.9899
0.013685,0.12713,0.018194,0.088935,0.012377,-0.10837,0.11071,0.034935,0.02419,-7.6556e-005,2.989
0.01253,0.067996,0.031787,0.095081,0.0095797,-0.10693,0.1112,0.033915,0.023416,-7.8809e-005,2.988
-0.0076067,-0.014474,0.0429,0.099432,0.0066242,-0.10551,0.11167,0.032898,0.022644,-8.1058e-005,2.9871
0.022589,-0.090733,0.054334,0.10145,0.0035163,-0.10411,0.1121,0.031884,0.021875,-8.3302e-005,2.9862
